ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2,SPORTS67,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS68,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS69,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS11,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS10,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS12,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS13,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS14,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS91,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS15,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS90,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS16,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS17,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS18,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS19,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS97,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS96,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS99,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS98,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS93,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS92,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS95,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS94,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS89,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS20,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS22,VSWAMY.TXT,1.00000,1.00000,1.00000,1
ROUGE-2,SPORTS21,VSWAMY.TXT,1.00000,1.00000,1.00000,1
