ROUGE-Type,Task Name,System Name,Avg_Recall,Avg_Precision,Avg_F-Score,Num Reference Summaries
ROUGE-2,STATE91,SYSTEM.TXT,0.76033,0.52143,0.61861,2
ROUGE-2,STATE90,SYSTEM.TXT,0.55381,0.45385,0.49887,2
ROUGE-2,CINEMA49,SYSTEM.TXT,0.80537,0.80827,0.80682,2
ROUGE-2,STATE93,SYSTEM.TXT,0.82547,0.80412,0.81466,2
ROUGE-2,STATE92,SYSTEM.TXT,0.80647,0.71101,0.75574,2
ROUGE-2,CINEMA47,SYSTEM.TXT,0.67010,0.59091,0.62802,2
ROUGE-2,STATE95,SYSTEM.TXT,0.37944,0.37952,0.37948,2
ROUGE-2,CINEMA44,SYSTEM.TXT,0.37065,0.34868,0.35933,2
ROUGE-2,STATE97,SYSTEM.TXT,0.80707,0.72549,0.76411,2
ROUGE-2,CINEMA43,SYSTEM.TXT,0.72675,0.61446,0.66590,2
ROUGE-2,STATE96,SYSTEM.TXT,0.61782,0.52432,0.56724,2
